date,water_elevation,timestamp
2024-12-17 01:00:00,304.07,2024-12-16 20:00:00-05:00
2024-12-17 02:00:00,304.08,2024-12-16 21:00:00-05:00
2024-12-17 03:00:00,304.02,2024-12-16 22:00:00-05:00
2024-12-17 04:00:00,303.92,2024-12-16 23:00:00-05:00
2024-12-17 05:00:00,303.81,2024-12-17 00:00:00-05:00
2024-12-17 06:00:00,303.75,2024-12-17 01:00:00-05:00
2024-12-17 07:00:00,304.42,2024-12-17 02:00:00-05:00
2024-12-17 08:00:00,304.49,2024-12-17 03:00:00-05:00
2024-12-17 09:00:00,304.65,2024-12-17 04:00:00-05:00
2024-12-17 10:00:00,304.5,2024-12-17 05:00:00-05:00
2024-12-17 11:00:00,304.59,2024-12-17 06:00:00-05:00
2024-12-17 12:00:00,304.56,2024-12-17 07:00:00-05:00
2024-12-17 13:00:00,304.01,2024-12-17 08:00:00-05:00
2024-12-17 14:00:00,304.49,2024-12-17 09:00:00-05:00
2024-12-17 15:00:00,304.8,2024-12-17 10:00:00-05:00
2024-12-17 16:00:00,304.95,2024-12-17 11:00:00-05:00
2024-12-17 17:00:00,304.8,2024-12-17 12:00:00-05:00
2024-12-17 18:00:00,304.89,2024-12-17 13:00:00-05:00
2024-12-17 19:00:00,304.96,2024-12-17 14:00:00-05:00
2024-12-17 20:00:00,305.03,2024-12-17 15:00:00-05:00
2024-12-17 21:00:00,305.18,2024-12-17 16:00:00-05:00
2024-12-17 22:00:00,305.27,2024-12-17 17:00:00-05:00
2024-12-17 23:00:00,305.25,2024-12-17 18:00:00-05:00
2024-12-18 00:00:00,305.33,2024-12-17 19:00:00-05:00
2024-12-18 01:00:00,305.47,2024-12-17 20:00:00-05:00
2024-12-18 02:00:00,305.52,2024-12-17 21:00:00-05:00
2024-12-18 03:00:00,305.59,2024-12-17 22:00:00-05:00
2024-12-18 04:00:00,305.84,2024-12-17 23:00:00-05:00
2024-12-18 05:00:00,305.9,2024-12-18 00:00:00-05:00
2024-12-18 06:00:00,306.02,2024-12-18 01:00:00-05:00
2024-12-18 07:00:00,306.23,2024-12-18 02:00:00-05:00
2024-12-18 08:00:00,306.38,2024-12-18 03:00:00-05:00
2024-12-18 09:00:00,306.52,2024-12-18 04:00:00-05:00
2024-12-18 10:00:00,306.59,2024-12-18 05:00:00-05:00
2024-12-18 11:00:00,307.3,2024-12-18 06:00:00-05:00
2024-12-18 12:00:00,307.55,2024-12-18 07:00:00-05:00
2024-12-18 13:00:00,307.45,2024-12-18 08:00:00-05:00
2024-12-18 14:00:00,307.47,2024-12-18 09:00:00-05:00
2024-12-18 15:00:00,307.54,2024-12-18 10:00:00-05:00
2024-12-18 16:00:00,307.7,2024-12-18 11:00:00-05:00
2024-12-18 17:00:00,307.68,2024-12-18 12:00:00-05:00
2024-12-18 18:00:00,307.83,2024-12-18 13:00:00-05:00
2024-12-18 19:00:00,307.89,2024-12-18 14:00:00-05:00
2024-12-18 20:00:00,308.17,2024-12-18 15:00:00-05:00
2024-12-18 21:00:00,308.04,2024-12-18 16:00:00-05:00
2024-12-18 22:00:00,308.13,2024-12-18 17:00:00-05:00
2024-12-18 23:00:00,308.18,2024-12-18 18:00:00-05:00
2024-12-19 00:00:00,308.23,2024-12-18 19:00:00-05:00
2024-12-19 01:00:00,308.23,2024-12-18 20:00:00-05:00
2024-12-19 02:00:00,308.3,2024-12-18 21:00:00-05:00
2024-12-19 03:00:00,308.35,2024-12-18 22:00:00-05:00
2024-12-19 04:00:00,308.47,2024-12-18 23:00:00-05:00
2024-12-19 05:00:00,308.49,2024-12-19 00:00:00-05:00
2024-12-19 06:00:00,308.57,2024-12-19 01:00:00-05:00
2024-12-19 07:00:00,308.64,2024-12-19 02:00:00-05:00
2024-12-19 08:00:00,308.91,2024-12-19 03:00:00-05:00
2024-12-19 09:00:00,308.81,2024-12-19 04:00:00-05:00
2024-12-19 10:00:00,308.88,2024-12-19 05:00:00-05:00
2024-12-19 11:00:00,308.94,2024-12-19 06:00:00-05:00
2024-12-19 12:00:00,309.03,2024-12-19 07:00:00-05:00
2024-12-19 13:00:00,309.15,2024-12-19 08:00:00-05:00
2024-12-19 14:00:00,309.14,2024-12-19 09:00:00-05:00
2024-12-19 15:00:00,309.22,2024-12-19 10:00:00-05:00
2024-12-19 16:00:00,309.26,2024-12-19 11:00:00-05:00
2024-12-19 17:00:00,309.34,2024-12-19 12:00:00-05:00
2024-12-19 18:00:00,309.41,2024-12-19 13:00:00-05:00
2024-12-19 19:00:00,309.48,2024-12-19 14:00:00-05:00
2024-12-19 20:00:00,309.49,2024-12-19 15:00:00-05:00
2024-12-19 21:00:00,309.54,2024-12-19 16:00:00-05:00
2024-12-19 22:00:00,309.71,2024-12-19 17:00:00-05:00
2024-12-19 23:00:00,309.64,2024-12-19 18:00:00-05:00
2024-12-20 00:00:00,309.77,2024-12-19 19:00:00-05:00
2024-12-20 01:00:00,309.84,2024-12-19 20:00:00-05:00
2024-12-20 02:00:00,309.92,2024-12-19 21:00:00-05:00
2024-12-20 03:00:00,309.96,2024-12-19 22:00:00-05:00
2024-12-20 04:00:00,310.03,2024-12-19 23:00:00-05:00
2024-12-20 05:00:00,310.12,2024-12-20 00:00:00-05:00
2024-12-20 06:00:00,310.28,2024-12-20 01:00:00-05:00
2024-12-20 07:00:00,310.4,2024-12-20 02:00:00-05:00
2024-12-20 08:00:00,310.33,2024-12-20 03:00:00-05:00
2024-12-20 09:00:00,310.45,2024-12-20 04:00:00-05:00
2024-12-20 10:00:00,310.43,2024-12-20 05:00:00-05:00
2024-12-20 11:00:00,310.45,2024-12-20 06:00:00-05:00
2024-12-20 12:00:00,310.52,2024-12-20 07:00:00-05:00
2024-12-20 13:00:00,310.57,2024-12-20 08:00:00-05:00
2024-12-20 14:00:00,310.64,2024-12-20 09:00:00-05:00
2024-12-20 15:00:00,310.55,2024-12-20 10:00:00-05:00
2024-12-20 16:00:00,310.53,2024-12-20 11:00:00-05:00
2024-12-20 17:00:00,310.55,2024-12-20 12:00:00-05:00
2024-12-20 18:00:00,310.56,2024-12-20 13:00:00-05:00
2024-12-20 19:00:00,310.59,2024-12-20 14:00:00-05:00
2024-12-20 20:00:00,310.66,2024-12-20 15:00:00-05:00
2024-12-20 21:00:00,310.62,2024-12-20 16:00:00-05:00
2024-12-20 22:00:00,310.64,2024-12-20 17:00:00-05:00
2024-12-20 23:00:00,310.74,2024-12-20 18:00:00-05:00
2024-12-21 00:00:00,310.74,2024-12-20 19:00:00-05:00
2024-12-21 01:00:00,310.69,2024-12-20 20:00:00-05:00
2024-12-21 02:00:00,310.71,2024-12-20 21:00:00-05:00
2024-12-21 03:00:00,310.75,2024-12-20 22:00:00-05:00
2024-12-21 04:00:00,310.71,2024-12-20 23:00:00-05:00
2024-12-21 05:00:00,310.73,2024-12-21 00:00:00-05:00
2024-12-21 06:00:00,310.73,2024-12-21 01:00:00-05:00
2024-12-21 07:00:00,310.71,2024-12-21 02:00:00-05:00
2024-12-21 08:00:00,310.74,2024-12-21 03:00:00-05:00
2024-12-21 09:00:00,310.73,2024-12-21 04:00:00-05:00
2024-12-21 10:00:00,310.85,2024-12-21 05:00:00-05:00
2024-12-21 11:00:00,310.73,2024-12-21 06:00:00-05:00
2024-12-21 12:00:00,310.7,2024-12-21 07:00:00-05:00
2024-12-21 13:00:00,310.81,2024-12-21 08:00:00-05:00
2024-12-21 14:00:00,310.77,2024-12-21 09:00:00-05:00
2024-12-21 15:00:00,310.74,2024-12-21 10:00:00-05:00
2024-12-21 16:00:00,310.75,2024-12-21 11:00:00-05:00
2024-12-21 17:00:00,310.77,2024-12-21 12:00:00-05:00
2024-12-21 18:00:00,310.78,2024-12-21 13:00:00-05:00
2024-12-21 19:00:00,310.78,2024-12-21 14:00:00-05:00
2024-12-21 20:00:00,310.79,2024-12-21 15:00:00-05:00
2024-12-21 21:00:00,310.94,2024-12-21 16:00:00-05:00
2024-12-21 22:00:00,310.85,2024-12-21 17:00:00-05:00
2024-12-21 23:00:00,310.87,2024-12-21 18:00:00-05:00
2024-12-22 00:00:00,310.84,2024-12-21 19:00:00-05:00
2024-12-22 01:00:00,310.87,2024-12-21 20:00:00-05:00
2024-12-22 02:00:00,310.84,2024-12-21 21:00:00-05:00
2024-12-22 03:00:00,310.92,2024-12-21 22:00:00-05:00
2024-12-22 04:00:00,310.86,2024-12-21 23:00:00-05:00
2024-12-22 05:00:00,310.93,2024-12-22 00:00:00-05:00
2024-12-22 06:00:00,310.97,2024-12-22 01:00:00-05:00
2024-12-22 07:00:00,310.91,2024-12-22 02:00:00-05:00
2024-12-22 08:00:00,310.86,2024-12-22 03:00:00-05:00
2024-12-22 09:00:00,310.89,2024-12-22 04:00:00-05:00
2024-12-22 10:00:00,310.85,2024-12-22 05:00:00-05:00
2024-12-22 11:00:00,310.89,2024-12-22 06:00:00-05:00
2024-12-22 12:00:00,310.89,2024-12-22 07:00:00-05:00
2024-12-22 13:00:00,311.0,2024-12-22 08:00:00-05:00
2024-12-22 14:00:00,310.8,2024-12-22 09:00:00-05:00
2024-12-22 15:00:00,310.91,2024-12-22 10:00:00-05:00
2024-12-22 16:00:00,310.9,2024-12-22 11:00:00-05:00
2024-12-22 17:00:00,310.79,2024-12-22 12:00:00-05:00
2024-12-22 18:00:00,310.76,2024-12-22 13:00:00-05:00
2024-12-22 19:00:00,310.81,2024-12-22 14:00:00-05:00
2024-12-22 20:00:00,310.93,2024-12-22 15:00:00-05:00
2024-12-22 21:00:00,310.78,2024-12-22 16:00:00-05:00
2024-12-22 22:00:00,310.74,2024-12-22 17:00:00-05:00
2024-12-22 23:00:00,310.73,2024-12-22 18:00:00-05:00
2024-12-23 00:00:00,310.72,2024-12-22 19:00:00-05:00
2024-12-23 01:00:00,310.69,2024-12-22 20:00:00-05:00
2024-12-23 02:00:00,310.69,2024-12-22 21:00:00-05:00
2024-12-23 03:00:00,310.71,2024-12-22 22:00:00-05:00
2024-12-23 04:00:00,310.77,2024-12-22 23:00:00-05:00
2024-12-23 05:00:00,310.65,2024-12-23 00:00:00-05:00
2024-12-23 06:00:00,310.64,2024-12-23 01:00:00-05:00
2024-12-23 07:00:00,310.73,2024-12-23 02:00:00-05:00
2024-12-23 08:00:00,310.65,2024-12-23 03:00:00-05:00
2024-12-23 09:00:00,310.53,2024-12-23 04:00:00-05:00
2024-12-23 10:00:00,310.53,2024-12-23 05:00:00-05:00
2024-12-23 11:00:00,310.52,2024-12-23 06:00:00-05:00
2024-12-23 12:00:00,310.5,2024-12-23 07:00:00-05:00
2024-12-23 13:00:00,310.48,2024-12-23 08:00:00-05:00
2024-12-23 14:00:00,310.07,2024-12-23 09:00:00-05:00
2024-12-23 15:00:00,309.93,2024-12-23 10:00:00-05:00
2024-12-23 16:00:00,309.95,2024-12-23 11:00:00-05:00
2024-12-23 17:00:00,309.96,2024-12-23 12:00:00-05:00
2024-12-23 18:00:00,309.81,2024-12-23 13:00:00-05:00
2024-12-23 19:00:00,309.65,2024-12-23 14:00:00-05:00
2024-12-23 20:00:00,309.56,2024-12-23 15:00:00-05:00
2024-12-23 21:00:00,309.49,2024-12-23 16:00:00-05:00
2024-12-23 22:00:00,309.32,2024-12-23 17:00:00-05:00
2024-12-23 23:00:00,309.27,2024-12-23 18:00:00-05:00
2024-12-24 00:00:00,309.15,2024-12-23 19:00:00-05:00
2024-12-24 01:00:00,309.0,2024-12-23 20:00:00-05:00
2024-12-24 02:00:00,308.97,2024-12-23 21:00:00-05:00
2024-12-24 03:00:00,308.85,2024-12-23 22:00:00-05:00
2024-12-24 04:00:00,308.75,2024-12-23 23:00:00-05:00
2024-12-24 05:00:00,308.78,2024-12-24 00:00:00-05:00
2024-12-24 06:00:00,308.57,2024-12-24 01:00:00-05:00
2024-12-24 07:00:00,308.48,2024-12-24 02:00:00-05:00
2024-12-24 08:00:00,308.37,2024-12-24 03:00:00-05:00
2024-12-24 09:00:00,308.28,2024-12-24 04:00:00-05:00
2024-12-24 10:00:00,308.23,2024-12-24 05:00:00-05:00
2024-12-24 11:00:00,308.09,2024-12-24 06:00:00-05:00
2024-12-24 12:00:00,308.01,2024-12-24 07:00:00-05:00
2024-12-24 13:00:00,308.08,2024-12-24 08:00:00-05:00
2024-12-24 14:00:00,307.87,2024-12-24 09:00:00-05:00
2024-12-24 15:00:00,307.85,2024-12-24 10:00:00-05:00
2024-12-24 16:00:00,307.76,2024-12-24 11:00:00-05:00
2024-12-24 17:00:00,307.67,2024-12-24 12:00:00-05:00
2024-12-24 18:00:00,307.61,2024-12-24 13:00:00-05:00
2024-12-24 19:00:00,307.46,2024-12-24 14:00:00-05:00
2024-12-24 20:00:00,307.47,2024-12-24 15:00:00-05:00
2024-12-24 21:00:00,307.38,2024-12-24 16:00:00-05:00
2024-12-24 22:00:00,307.35,2024-12-24 17:00:00-05:00
2024-12-24 23:00:00,307.17,2024-12-24 18:00:00-05:00
2024-12-25 00:00:00,307.14,2024-12-24 19:00:00-05:00
2024-12-25 01:00:00,307.12,2024-12-24 20:00:00-05:00
2024-12-25 02:00:00,306.9,2024-12-24 21:00:00-05:00
2024-12-25 03:00:00,306.87,2024-12-24 22:00:00-05:00
2024-12-25 04:00:00,306.75,2024-12-24 23:00:00-05:00
2024-12-25 05:00:00,306.64,2024-12-25 00:00:00-05:00
2024-12-25 06:00:00,306.72,2024-12-25 01:00:00-05:00
2024-12-25 07:00:00,306.46,2024-12-25 02:00:00-05:00
2024-12-25 08:00:00,306.37,2024-12-25 03:00:00-05:00
2024-12-25 09:00:00,306.32,2024-12-25 04:00:00-05:00
2024-12-25 10:00:00,306.14,2024-12-25 05:00:00-05:00
2024-12-25 11:00:00,306.18,2024-12-25 06:00:00-05:00
2024-12-25 12:00:00,306.01,2024-12-25 07:00:00-05:00
2024-12-25 13:00:00,305.89,2024-12-25 08:00:00-05:00
2024-12-25 14:00:00,305.74,2024-12-25 09:00:00-05:00
2024-12-25 15:00:00,305.74,2024-12-25 10:00:00-05:00
2024-12-25 16:00:00,305.59,2024-12-25 11:00:00-05:00
2024-12-25 17:00:00,305.52,2024-12-25 12:00:00-05:00
2024-12-25 18:00:00,305.38,2024-12-25 13:00:00-05:00
2024-12-25 19:00:00,305.29,2024-12-25 14:00:00-05:00
2024-12-25 20:00:00,305.22,2024-12-25 15:00:00-05:00
2024-12-25 21:00:00,305.12,2024-12-25 16:00:00-05:00
2024-12-25 22:00:00,305.0,2024-12-25 17:00:00-05:00
2024-12-25 23:00:00,304.85,2024-12-25 18:00:00-05:00
2024-12-26 00:00:00,304.8,2024-12-25 19:00:00-05:00
2024-12-26 01:00:00,304.72,2024-12-25 20:00:00-05:00
2024-12-26 02:00:00,304.59,2024-12-25 21:00:00-05:00
2024-12-26 03:00:00,304.58,2024-12-25 22:00:00-05:00
2024-12-26 04:00:00,304.6,2024-12-25 23:00:00-05:00
2024-12-26 05:00:00,304.36,2024-12-26 00:00:00-05:00
2024-12-26 06:00:00,304.34,2024-12-26 01:00:00-05:00
2024-12-26 07:00:00,304.27,2024-12-26 02:00:00-05:00
2024-12-26 08:00:00,304.15,2024-12-26 03:00:00-05:00
2024-12-26 09:00:00,304.13,2024-12-26 04:00:00-05:00
2024-12-26 10:00:00,303.92,2024-12-26 05:00:00-05:00
2024-12-26 11:00:00,303.93,2024-12-26 06:00:00-05:00
2024-12-26 12:00:00,303.72,2024-12-26 07:00:00-05:00
2024-12-26 13:00:00,304.14,2024-12-26 08:00:00-05:00
2024-12-26 14:00:00,304.54,2024-12-26 09:00:00-05:00
2024-12-26 15:00:00,304.77,2024-12-26 10:00:00-05:00
2024-12-26 16:00:00,304.78,2024-12-26 11:00:00-05:00
2024-12-26 17:00:00,304.68,2024-12-26 12:00:00-05:00
2024-12-26 18:00:00,304.87,2024-12-26 13:00:00-05:00
2024-12-26 19:00:00,304.66,2024-12-26 14:00:00-05:00
2024-12-26 20:00:00,304.65,2024-12-26 15:00:00-05:00
2024-12-26 21:00:00,304.67,2024-12-26 16:00:00-05:00
2024-12-26 22:00:00,304.61,2024-12-26 17:00:00-05:00
2024-12-26 23:00:00,304.54,2024-12-26 18:00:00-05:00
2024-12-27 00:00:00,304.49,2024-12-26 19:00:00-05:00
2024-12-27 01:00:00,304.47,2024-12-26 20:00:00-05:00
2024-12-27 02:00:00,304.41,2024-12-26 21:00:00-05:00
2024-12-27 03:00:00,304.36,2024-12-26 22:00:00-05:00
2024-12-27 04:00:00,304.4,2024-12-26 23:00:00-05:00
2024-12-27 05:00:00,304.35,2024-12-27 00:00:00-05:00
2024-12-27 06:00:00,304.38,2024-12-27 01:00:00-05:00
2024-12-27 07:00:00,304.41,2024-12-27 02:00:00-05:00
2024-12-27 08:00:00,304.42,2024-12-27 03:00:00-05:00
2024-12-27 09:00:00,304.37,2024-12-27 04:00:00-05:00
2024-12-27 10:00:00,304.29,2024-12-27 05:00:00-05:00
2024-12-27 11:00:00,304.29,2024-12-27 06:00:00-05:00
2024-12-27 12:00:00,304.42,2024-12-27 07:00:00-05:00
2024-12-27 13:00:00,304.35,2024-12-27 08:00:00-05:00
2024-12-27 14:00:00,304.49,2024-12-27 09:00:00-05:00
2024-12-27 15:00:00,304.33,2024-12-27 10:00:00-05:00
2024-12-27 16:00:00,304.29,2024-12-27 11:00:00-05:00
2024-12-27 17:00:00,304.27,2024-12-27 12:00:00-05:00
2024-12-27 18:00:00,304.32,2024-12-27 13:00:00-05:00
2024-12-27 19:00:00,304.39,2024-12-27 14:00:00-05:00
2024-12-27 20:00:00,304.26,2024-12-27 15:00:00-05:00
2024-12-27 21:00:00,304.31,2024-12-27 16:00:00-05:00
2024-12-27 22:00:00,304.34,2024-12-27 17:00:00-05:00
2024-12-27 23:00:00,304.32,2024-12-27 18:00:00-05:00
2024-12-28 00:00:00,304.4,2024-12-27 19:00:00-05:00
2024-12-28 01:00:00,304.4,2024-12-27 20:00:00-05:00
2024-12-28 02:00:00,304.35,2024-12-27 21:00:00-05:00
2024-12-28 03:00:00,304.37,2024-12-27 22:00:00-05:00
2024-12-28 04:00:00,304.43,2024-12-27 23:00:00-05:00
2024-12-28 05:00:00,304.38,2024-12-28 00:00:00-05:00
2024-12-28 06:00:00,304.46,2024-12-28 01:00:00-05:00
2024-12-28 07:00:00,304.57,2024-12-28 02:00:00-05:00
2024-12-28 08:00:00,304.47,2024-12-28 03:00:00-05:00
2024-12-28 09:00:00,304.51,2024-12-28 04:00:00-05:00
2024-12-28 10:00:00,304.54,2024-12-28 05:00:00-05:00
2024-12-28 11:00:00,304.5,2024-12-28 06:00:00-05:00
2024-12-28 12:00:00,304.53,2024-12-28 07:00:00-05:00
2024-12-28 13:00:00,304.69,2024-12-28 08:00:00-05:00
2024-12-28 14:00:00,304.53,2024-12-28 09:00:00-05:00
2024-12-28 15:00:00,304.53,2024-12-28 10:00:00-05:00
2024-12-28 16:00:00,304.56,2024-12-28 11:00:00-05:00
2024-12-28 17:00:00,304.56,2024-12-28 12:00:00-05:00
2024-12-28 18:00:00,304.54,2024-12-28 13:00:00-05:00
2024-12-28 19:00:00,304.55,2024-12-28 14:00:00-05:00
2024-12-28 20:00:00,304.51,2024-12-28 15:00:00-05:00
2024-12-28 21:00:00,304.62,2024-12-28 16:00:00-05:00
2024-12-28 22:00:00,304.6,2024-12-28 17:00:00-05:00
2024-12-28 23:00:00,304.7,2024-12-28 18:00:00-05:00
2024-12-29 00:00:00,304.91,2024-12-28 19:00:00-05:00
2024-12-29 01:00:00,304.82,2024-12-28 20:00:00-05:00
2024-12-29 02:00:00,304.86,2024-12-28 21:00:00-05:00
2024-12-29 03:00:00,304.94,2024-12-28 22:00:00-05:00
2024-12-29 04:00:00,304.98,2024-12-28 23:00:00-05:00
2024-12-29 05:00:00,305.2,2024-12-29 00:00:00-05:00
2024-12-29 06:00:00,305.28,2024-12-29 01:00:00-05:00
2024-12-29 07:00:00,305.39,2024-12-29 02:00:00-05:00
2024-12-29 08:00:00,305.53,2024-12-29 03:00:00-05:00
2024-12-29 09:00:00,305.64,2024-12-29 04:00:00-05:00
2024-12-29 10:00:00,305.73,2024-12-29 05:00:00-05:00
2024-12-29 11:00:00,305.94,2024-12-29 06:00:00-05:00
2024-12-29 12:00:00,305.89,2024-12-29 07:00:00-05:00
2024-12-29 13:00:00,305.99,2024-12-29 08:00:00-05:00
2024-12-29 14:00:00,306.12,2024-12-29 09:00:00-05:00
2024-12-29 15:00:00,306.05,2024-12-29 10:00:00-05:00
2024-12-29 16:00:00,306.18,2024-12-29 11:00:00-05:00
2024-12-29 17:00:00,306.2,2024-12-29 12:00:00-05:00
2024-12-29 18:00:00,306.26,2024-12-29 13:00:00-05:00
2024-12-29 19:00:00,306.36,2024-12-29 14:00:00-05:00
2024-12-29 20:00:00,306.44,2024-12-29 15:00:00-05:00
2024-12-29 21:00:00,306.43,2024-12-29 16:00:00-05:00
2024-12-29 22:00:00,306.48,2024-12-29 17:00:00-05:00
2024-12-29 23:00:00,306.62,2024-12-29 18:00:00-05:00
2024-12-30 00:00:00,306.73,2024-12-29 19:00:00-05:00
2024-12-30 01:00:00,306.81,2024-12-29 20:00:00-05:00
2024-12-30 02:00:00,306.89,2024-12-29 21:00:00-05:00
2024-12-30 03:00:00,306.98,2024-12-29 22:00:00-05:00
2024-12-30 04:00:00,307.06,2024-12-29 23:00:00-05:00
2024-12-30 05:00:00,307.06,2024-12-30 00:00:00-05:00
2024-12-30 06:00:00,307.05,2024-12-30 01:00:00-05:00
2024-12-30 07:00:00,307.02,2024-12-30 02:00:00-05:00
2024-12-30 08:00:00,306.98,2024-12-30 03:00:00-05:00
2024-12-30 09:00:00,307.01,2024-12-30 04:00:00-05:00
2024-12-30 10:00:00,307.15,2024-12-30 05:00:00-05:00
2024-12-30 11:00:00,307.12,2024-12-30 06:00:00-05:00
2024-12-30 12:00:00,307.2,2024-12-30 07:00:00-05:00
2024-12-30 13:00:00,307.25,2024-12-30 08:00:00-05:00
2024-12-30 14:00:00,307.4,2024-12-30 09:00:00-05:00
2024-12-30 15:00:00,307.26,2024-12-30 10:00:00-05:00
2024-12-30 16:00:00,307.26,2024-12-30 11:00:00-05:00
2024-12-30 17:00:00,307.31,2024-12-30 12:00:00-05:00
2024-12-30 18:00:00,307.26,2024-12-30 13:00:00-05:00
2024-12-30 19:00:00,307.42,2024-12-30 14:00:00-05:00
2024-12-30 20:00:00,307.57,2024-12-30 15:00:00-05:00
2024-12-30 21:00:00,307.57,2024-12-30 16:00:00-05:00
2024-12-30 22:00:00,307.67,2024-12-30 17:00:00-05:00
2024-12-30 23:00:00,307.75,2024-12-30 18:00:00-05:00
2024-12-31 00:00:00,307.83,2024-12-30 19:00:00-05:00
2024-12-31 01:00:00,307.89,2024-12-30 20:00:00-05:00
2024-12-31 02:00:00,308.01,2024-12-30 21:00:00-05:00
